tier_1,tier_3,tier_4,tier_5,tier_6
0.012812947879663972,0.01087197417043858,0.014159624397091857,0.010280185682931531,0.0034051163541830975
0.013403477592502164,0.012748504588087541,0.01985256629138664,0.0030864675042025745,0.012106993218509284
0.006179822554848677,0.009133439310848824,0.014766478255392965,0.012643281652144163,0.005162405435390578
0.002798738097570137,0.009405700041487778,0.019018577344726714,0.019988830098433618,0.0068427035984106755
0.013573295123341428,0.01105918301256693,0.005230141003711843,0.011252099362866176,0.01889534905553948
0.0095546523954593,0.009470887132912456,0.009333350698942639,0.008451707690576753,0.013720287751629647
0.018544149812056886,0.00852433569040665,0.008079176519508381,0.015523125075310801,0.014838877248871032
0.018470073180445967,0.009385120891383356,0.00540945915303787,0.006810597438665196,0.019650763163603247
0.008928060813003721,0.011723159539129144,0.004461473272824486,0.010129792494648206,0.009588470280348814
0.002833059739712509,0.009712685174864757,0.016587888235504753,0.0027225237136746985,0.01751524865873396
0.0045254728900862885,0.01004645118359514,0.012513183917449733,0.004200809965980765,0.004561737737579576
0.0197647314600061,0.008401991657670235,0.0067473462552590435,0.0030018280866429482,0.0021774222163239475
0.01365000758094738,0.010883480502814714,0.019764906036084596,0.019905564396232936,0.009329366413517882
0.0025494970126934535,0.010758447373385336,0.01841536274147792,0.009576038093520067,0.010059785095532342
0.014031619705868121,0.009354224099517697,0.018636570743762723,0.004622616401963892,0.018778209624597336
0.01834490199506134,0.010091883344968099,0.003311373348162834,0.012891973754418713,0.015120977076514901
0.01785266363044044,0.009376800355710237,0.019945729494540033,0.015082983113172778,0.011304478293390798
0.015880642390671145,0.008720247546869116,0.014773308799341937,0.016351267366125192,0.01742255239552021
0.009323403815164525,0.010273874270078358,0.0026666567534044615,0.018549459539985394,0.015429122886230977
0.0006447313790749276,0.0080475767629314,0.015799397158723198,0.015048145129844672,0.015415601713403204
0.012797055613543945,0.008414905770491483,0.0022768178605491827,0.0031768572862092537,0.0022558767192579652
0.013995210822589222,0.009682030545603208,0.01833061870665652,0.013764971273708227,0.016026259033954306
0.016054584911154635,0.01136768511807805,0.012472646516892793,0.0033510082063982895,0.00303831265116286
0.007348963042177918,0.009834725728727097,0.01917144586442098,0.01430699615779208,0.012386640115439485
0.006408083286380386,0.009063022016172699,0.011913181711803182,0.01848093776780007,0.007427334046231224
0.010793738570137648,0.010320246995634752,6.583001384075305e-05,0.015891579161732516,0.004212188070777587
0.014256874661497426,0.009933842604452606,0.00839475815846185,0.018422349024308567,0.012588602962573598
0.010713995998470331,0.008250933919848925,0.01975862576183649,0.017864995487772106,0.01064571183531866
0.01880295287815578,0.009508387378340732,0.0029494529796907074,0.0027407782985797626,0.003124335745434539
0.0021592653359910454,0.011801343424685102,0.004592004314159648,0.008871055285613832,0.017953228500557264
0.017581771343663496,0.009040891637059668,0.008460446850397057,0.015222257529831681,0.009320684288192353
0.0194517789914312,0.010407481056237719,0.006099280659032254,0.011076106932941898,0.004778991482407862
0.017069014241570136,0.01148600170366726,0.007728673422672328,0.019056856586577117,0.001438921904006858
0.010559644701715571,0.010365259015070384,0.015194749128445375,0.003714133990652837,0.018248017790138953
0.0014661289676573231,0.008866668131078333,0.008799929117667193,0.011614871205830182,0.010074863740668252
0.0093382481586116,0.009773212975504333,0.01445109328322064,0.004872213738278164,0.005728486603292262
0.008108316024975257,0.010022894941531184,0.006094305282988879,0.019783151818854393,0.004746008445999068
0.00972787232100953,0.01029578231501186,0.003651677682041037,0.015980367109547946,0.007380621073317442
0.008687277828487076,0.010511491411842351,0.012424668948926758,0.002663534073438021,0.013821123096120729
0.003673258168921536,0.009420642807027754,0.006613939167162639,0.0062015087969865875,0.005165068634875878
0.01965322664768276,0.01004621581509059,0.0020536619500652067,0.011982881333748453,0.018911653373265974
0.008379943494443272,0.01016407609932683,0.011342705122076644,0.00850732554043914,0.01928123219783026
0.017221119509315038,0.011791869316498085,0.01566181489824451,0.0015989831304358694,0.001336259730797895
0.00401154934522113,0.007176260213708814,0.019934954446678806,0.009160464851218153,0.017904353631195826
0.00439612948018514,0.012079787207646672,0.008233132014817108,0.010452731984963357,0.017147364963696888
0.009275351001660099,0.012726744254110587,0.008552383274603352,0.004890094578631674,0.013149136443709875
0.011088221532684598,0.010182705990215863,0.006183968987154123,0.0066231658154608875,0.015716894202522716
0.010384436286881788,0.009164865656454597,0.004149002714657302,0.00442837398107784,0.013220631882274094
0.0011485390261743067,0.01162133137996772,0.010025958827649537,0.01394690057902517,0.016937464752363594
0.010608964051050884,0.010241210295408011,0.008645514686262451,0.01742275295562553,0.005401727988987053
0.001589006604859946,0.009774705671529278,0.008597210246159427,0.0048860413443098435,0.018224293283748593
0.018690907092848964,0.008293881047850265,0.006451369430394884,0.0050835380868377664,0.019780044545189928
0.007901464078802978,0.009214000999765354,0.010337764580052285,0.002748336122224344,0.010766065480814333
0.00042442621404509495,0.010022397095690425,0.005797204651961665,0.004347753011890609,0.018610386085311122
0.0016964489394531768,0.008506943879899156,0.001342678990164965,0.01659063928076638,0.014424992064921845
0.007146827529812108,0.011270453181720395,0.0002662356937190635,0.009064968833595305,0.003906668268246383
0.01207552940820516,0.010099908006744773,0.0043169128977095395,0.000756373494096565,0.002269055738450745
0.00852617341979294,0.010680876292711456,0.014809904844463453,0.010991377189385228,0.0045520265612029485
0.018224395952280873,0.009217330085541063,0.004260317282099861,0.010946138513150653,0.016110292242204182
0.017533941223227222,0.008483448807430403,0.0005426245512279393,0.010391582728689439,0.01885025236450362
0.0067622963621011565,0.0100259297457462,0.015003576706040758,0.017957667489340082,0.016262511822580563
0.01625200854800022,0.011362975194538015,0.001678137801233508,0.013410769171716448,0.004035882747827946
0.003140845988560348,0.00991006524627179,0.018816081681941783,0.0006273441350592979,0.015552140276888721
0.00980585312452204,0.010142787235638127,0.007036729290088501,0.009946367257899533,0.002630253247958558
0.0067467173368974545,0.01224924869654088,0.005144556757369581,0.01867997423677472,0.0029535135401407044
0.010738680637365388,0.010729883423095339,0.01204648828803055,0.01981034347687169,0.014497572007850108
0.014063778975255943,0.010174919686558532,0.010020479070036272,0.006043535785841556,0.006282433605369913
0.003141385382780262,0.011111816637421425,0.0030575088770659685,0.00824140017898767,0.00415454516096186
0.005963220324094331,0.01050011735371838,0.019428354785086494,0.011833714062459932,0.00911736260268312
0.0026047407941962985,0.010058317647187964,0.008682412523608862,0.01796375262050454,0.019563405059960525
0.011180843353239933,0.009858006230164794,0.0005574184410976568,0.012315023948599442,0.015245138017006183
0.003822177867466805,0.011218379982077666,0.005292315153709514,0.0013248645516933965,0.006643106455859928
0.002681343405434342,0.00958227834952593,0.012660287206544281,0.0006036230623103145,0.003147556627269026
0.00040173284320544234,0.009850156860138914,0.00914435991452311,0.003957505962964481,0.011864435677338834
0.006803129614429946,0.010750098485232243,0.01251094470921031,0.0066179177367373795,0.002383181128502334
0.018223600040305495,0.011396125610525958,0.008068394272480286,0.01363626538018841,0.004038367067766122
0.0117816625556703,0.009734370051471446,0.011828817852687306,0.018432885614648804,0.011465335780233218
0.018284699052412926,0.010810215624054995,0.0029298942582325614,0.01973897928249335,0.013903123342406416
0.009066100123081455,0.008796206188018551,0.007366503485108125,0.008554810438954865,0.015740312813806407
0.01744237497143407,0.011089569087840256,0.001103410509110414,0.006469693636259437,0.000661478061304619
0.015479092597201236,0.0100212124771431,0.007182945597335886,0.013675675986635796,0.016349970661785954
0.003909404339957159,0.010333958301821804,0.009448658276053588,0.009988928244676796,0.004019360541289468
0.0035356113311893187,0.00943094255103456,0.00815722762619624,0.011130628489212164,0.008538766494318634
0.013395242051128464,0.00928660999579124,0.004024357133454608,0.017524143323919838,0.0031669628309250932
0.016256367527487256,0.01036413451989777,0.004063807364545409,0.01005817309173973,0.0037995681552622186
0.008457526241165431,0.011767894788888114,0.0008127862377285199,0.009838910893800314,0.01915295297433567
0.016302313776131,0.008760000068744271,0.011655113589002087,0.0043124305801086685,0.008037811872580127
0.006344328616710173,0.010611571464503087,0.008424880041877757,0.0052141365000704185,0.005159775663723303
0.000863628249729933,0.011907972692106125,0.010716718279107583,0.008392580106497505,0.0063069532939143014
0.009274841691528216,0.008286758162806463,0.0075108412214766095,0.0031378749542123187,0.0026553761602282288
0.011190619260592458,0.010401409134588513,0.0011519474453529366,0.004419146500138649,0.01098184121633959
0.009775141869118873,0.012222391682385819,0.002214737439361698,0.014355067812777823,0.006818457085956151
0.01279426721285806,0.008267656260740337,0.012252586482253733,0.018519366552127152,0.001393247095158201
0.00758349943624369,0.009300432156598277,0.017425552008466814,0.0010525787104246453,0.010958959453445551
0.014783632012432284,0.009172348457679792,0.015641167061482223,0.015484812841881088,0.011852739843841971
0.0004639982241071383,0.008414677433069834,0.004518408250332395,0.009113305900363921,0.015937741369168333
0.00665423625310795,0.00919320147147536,0.012852521761470838,0.010530356643116499,0.016410370157785296
0.014768849427561103,0.008779909501245823,0.015228221738419425,0.0026700625084397278,0.01103531683857164
0.016170532482993345,0.00953072969619417,0.008267377462874401,0.003384195126515963,0.007931889607827753
0.015537731426593085,0.010181758222328979,0.005040682949043394,0.00247033317638933,0.01833179207857809
0.011513996759231511,0.011675883083776657,0.0025431085352874707,0.00016790795654249678,0.01203410694231917
0.01186272244002907,0.007644426412097683,0.012220546869736972,0.012722975711023559,0.011706423387629632
0.01440429558477266,0.010421153250868797,0.014842636057059164,0.0009056864673108311,0.01613852483732534
0.004552019237626726,0.01271495553919306,0.012250769226346358,0.017875077847079392,0.01703521237227281
0.007728300083940067,0.010315268783145115,0.006661011599279609,0.003999359689717779,0.018653650913629402
0.00677849818943401,0.010478845941626503,0.007378740492301747,0.012796871995174564,0.010898808617977634
0.016347195801831003,0.0102408947159764,0.005225300524602958,0.010918915807871696,0.019665008119354392
0.019731747560420797,0.009247718863206756,0.004448350696943833,0.009894412371462533,0.0009728217860567345
0.016227458662301898,0.01038019885302642,0.0005611031973520508,0.009905148453462447,0.017408210574268446
0.013498718324032693,0.00856416566065379,0.017543276036585762,0.005820003173807995,0.013117309762904738
0.016221562300665293,0.00901585543633798,0.0038866933596631206,0.018376539783122633,0.005170729642630192
0.018152768635575557,0.009662257033353518,0.014239061343154351,0.010397189003313044,0.0004926335099157453
0.016875618569472825,0.00955924379200559,0.006633678298844303,0.0008519438505417165,0.009103585698200838
0.017788495555962593,0.010440393950722382,0.009801927721665942,0.01168023278516327,0.006670660466082707
0.013256393268359114,0.01003980912729045,0.007324508851106855,0.0031515630026360043,0.0016167309240464967
0.010954885252360193,0.009129287724013734,0.003870912933463597,0.0146390160619876,0.015589871458847649
0.0022847563090351787,0.009469686960578445,0.0025494532102992816,0.018838459884914397,0.019161223778614036
0.013042784436872559,0.01018016359378628,0.012439392825478323,0.008443404749880161,0.0008625402791293646
0.012510343257429819,0.011344466961285606,0.011813566085666574,0.010261744707902774,0.005599515296605855
0.016202358889592296,0.010890861346225036,0.01117816908541373,0.003730263912389891,0.013782422772311653
0.008856619990199655,0.010136664261621306,0.005956488042387913,0.004314029132444363,0.010112139978259898
0.003770670964222975,0.009002525135768422,0.009244423974639449,0.014032052990378008,0.005956781822425914
0.010492727786451146,0.011598465164216172,0.009791105294248592,0.0028133811222419047,0.011091546908503145
0.01009350614047136,0.011314006519973593,0.004651773217720705,0.01550044842565514,0.004942696222819376
0.015548233463875854,0.010891751319210217,0.00935605897109197,0.0199408538311591,0.01999134003113368
0.011001438674128167,0.012154569500560415,0.008672220944712584,0.017464169171292912,0.012758877437166874
0.015122132298044488,0.009260628128416309,0.010959734095822944,0.005566933065541157,0.012201103173392146
0.0030469344244426154,0.009567770326309628,0.004727062768735191,0.0017739640432156301,0.0011549985701712838
0.010805492495835805,0.008029573880490498,0.009263939427102373,0.01383252613816469,0.000933429615644179
0.008405443363487738,0.008914194059423185,0.007931379716167414,0.016254627638579707,0.00046620394870460657
0.017529624708941857,0.00996418221556481,0.0132623233290796,0.007400321136467052,0.005838404159037563
