tier_1,tier_2
0.011527632295453923,0.004152761362937476
0.008856015676796057,0.0046867777931138875
0.006040646952604541,0.006429829454455938
0.010337835481510165,0.005582278084278862
0.013254704542310456,0.019364173728712086
0.008397145787131893,0.005722716039314406
0.013848625891686134,0.014932904233440104
0.011375157184865899,0.007731936098800895
0.0032280007586462816,0.012847348621171054
0.00994806995303787,0.0007413617405235784
0.012829827986451457,0.0007192587294913189
0.008112043377521047,0.012290950358519797
0.012035039415365998,0.007817249001040884
0.004713793551991735,0.009551061590307407
0.011086171942271262,0.005259586570062
0.009613344149535774,0.019119849060703433
0.01037988890917283,0.01464307346501083
0.014303317260717345,0.008410637180488272
0.010238593415611737,0.013477819316569875
0.013006983178821699,0.017389649141470592
0.007193992952900285,0.004940000316198132
0.010040878122491818,0.009792157228276414
0.010833652263392803,0.009032335038467896
0.013848316750891347,0.017524658375933134
0.011028240099402162,0.007156892717706318
0.008066956394389441,0.017654245970881718
0.012693925635102426,0.01665327649849367
0.014177109829737293,0.007664615918264419
0.016969807135139403,0.01675731916157491
0.011703730769342528,0.004490451731488736
0.009951263271186067,0.000975365772026564
0.007516607598857814,0.01721547939646144
0.009567245750896436,0.012838876823511985
0.007986727257531868,0.006020504071384654
0.013221587111548874,0.017043522806242283
0.009860284386145092,0.013908998053290482
0.012368502555276994,0.004687957069317367
0.010470090708516866,0.0015093423980376208
0.008179068838296359,0.019272331445114903
0.010729879513324719,0.003784509316847531
0.011258533788359186,0.016283309113251657
0.01402159909092618,0.004901389593157304
0.010620192699707884,0.01135349444953825
0.012077517213913092,0.018235608333991234
0.008328157919204309,0.004359639667402879
0.00946518597583859,0.004828790717806475
0.007575504887003632,0.012242019114900929
0.0051959725189607885,0.013710301751214373
0.011895150694412241,0.018629871807912275
0.007436223788402366,0.01095457839905733
0.01290145056350789,0.01304438214099391
0.005262736717892808,0.0034625544731530723
0.011924575413857837,0.01866226731697018
0.005393906447515504,0.002030978089087765
0.015743171800578458,0.017604272168885837
0.010921008419522725,0.009233941619998241
0.008391598647382504,0.014592815338953955
0.009381577724670296,0.0005258001291324943
0.0053939551693758525,0.001610254501921582
0.009789411994516783,0.007813462717484036
0.0084717229106965,0.019101979641994806
0.007958326814805612,0.006315607547921305
0.011848312469706732,0.0042010135300527066
0.008264069405836006,0.006866880261784742
0.010380705577445068,0.010611760812890185
0.01120718038803549,0.002897628023244687
0.00886399609922043,0.012538981032948048
0.004987109072447623,0.014093994601553216
0.013482278090791874,0.00758151372577915
0.006831047891143476,0.0017334914537074698
0.01411899002882721,0.013220681054473998
0.009549974113250908,0.00651217274188044
0.007673295929733275,0.016148034226895112
0.008396460690113855,0.012813920166166105
0.012132718297066237,0.00039647700190998503
0.014748753465659944,0.011141552267008607
0.01505832289362976,0.017462955709823168
0.009929326669004345,0.013850765091876285
0.008077724814786429,0.005778339106839938
0.014851346965951584,0.01712814353835874
0.010930614837369337,0.0074800406166913545
0.012062776623434407,0.01078451615209549
0.00973810878454488,0.010005086067593698
0.010816750952757812,0.012808311863331949
0.008829613734598653,0.0077472425137193055
0.009840585197884645,0.01040732229887106
0.0076021692874311975,0.016523058060007704
0.01073003236514816,0.005228934433741679
0.007650990613545521,0.005612740670025154
0.006780161796038144,0.017681591156571856
0.011273243108905713,0.011379254076485294
0.011173765783492029,0.008096988720429988
0.0047374167668981955,0.012586035832492935
0.012899509701918934,0.013456309683208463
0.011902131763560342,0.004453191644686958
0.012932330017678198,0.007772883127256534
0.005608334470439454,0.018164624530108715
0.010887955751626035,0.006539968816154638
0.010437549918819608,0.01720464404017807
0.012786829514562942,0.0017649873707300534
0.01322703815810734,0.015215292469212978
0.01369484832369521,0.001259202084240898
0.006064898144673334,0.0029478079244910616
0.009440286203391558,0.015975298212168868
0.010911320628756905,0.010647262277967631
0.007782936936412814,0.010583434542992164
0.009904772377841962,0.013476957143433953
0.010299505665597458,0.013872738353481009
0.0076801162019225575,0.007988897736897801
0.013272451856404539,0.0018641117899115423
0.012017468912801137,0.008935530327134018
0.0039345926769208265,0.007670479732549213
0.011928893296987835,0.0031531788535320193
0.005669345310585649,0.018199716009879272
0.01146027521942256,0.011181880553380073
0.009784399051033893,0.00902396330316358
0.011905933953425261,0.005198146745184906
0.011323570655547557,0.00213872584831025
0.003445391183477614,0.015464887490065521
0.01049535323159809,0.0015264823711569253
0.009905942053337476,0.019844845494353745
0.011846404424418831,0.0118737485439731
0.008256333199824422,0.004717325857625021
0.012406696312338412,0.014381963529654878
0.009463543969775584,0.013133534848554831
0.009412147539658704,0.010922906710981693
0.01009525021898556,0.01004852639057448
0.00755774672454893,0.007686576810108902
0.011088357578484953,0.002386752954185396
0.008883177572697925,0.005903474655409029
0.013152563763813853,0.018177051210039142
0.010154944446799858,0.0070946784757116195
0.005076254369751197,0.006383304395549913
0.008730753634477456,0.000678478428426772
0.014155167940118221,0.011094877325044756
0.013063759459783,0.008788191311724003
0.011227800106100267,0.006330684799063022
0.009423470497708636,0.008929344532047296
0.011142818733362043,0.016335372250922235
0.011119348619420075,0.007092714052126814
0.009788470759128958,0.004779734036170336
0.009721550695685746,0.01760242268272824
0.009776413599733054,0.005037975357056279
0.008768499259674727,0.016596562988838645
0.011966308023456584,0.0020458996434859133
0.010383384489122136,0.016573384083546305
0.015431946116214961,0.006580357573540083
0.010577328403232267,0.012789291001103466
0.009172872813475083,0.010209440443470177
0.010931227108009955,0.009472101725236173
0.01308511994054563,0.00040650882459023483
0.014738575238225025,0.008652150432631869
0.007447553933492557,0.01965662210815635
0.010644319805320658,0.01940317042039667
0.010135808884999457,0.004069973991361475
0.008008591836370592,0.018941126421196473
0.009330408526879965,0.010358873990427685
0.006897645831945841,0.011077559868684552
0.00974278938185038,0.010814166367729304
0.008386508753574141,0.014381027059093976
0.010581331890342317,0.008005771412939976
0.008135614385839058,0.010691095483852655
0.012539355466534912,0.018519841204022777
0.014392365066386699,0.0047980669191036805
0.011684435842575698,0.013381639624828127
0.010467706942832613,0.005317985766732687
0.007220284197946453,0.019077758872843364
0.008254456332247265,0.011440654546798958
0.010449646749668253,0.007948389999091823
0.007150388033817701,0.0008449629962012062
0.009104727982621979,0.014790814998104189
0.012735574415089901,0.019405832846116532
0.010502460704438858,0.015275067609509006
0.006947836729465061,0.00771635532843961
0.010352742971455204,0.007886140844157062
0.014560371431950254,0.01841454014159513
0.009937011819176257,0.005798950132216041
0.014694554135538704,0.004562851882342047
0.015406533705412768,0.004361634179239346
0.011695047705142536,0.0027367176872856967
0.012869692929889154,0.0049723308371802675
0.011464241208349314,0.0193522223997599
0.009006691607875206,0.0042432760664056655
0.007848586235912084,0.014282744742311957
0.0067505576982724224,0.008017396190349408
0.01231329445243014,0.016832491861299495
0.008489587674266066,0.004344284250052113
0.009493616231180703,0.005760497344960751
0.0054037578403731065,0.013930519574731366
0.007235149872809594,0.009700721757288961
0.015604296986009267,0.00774462432870505
0.009568326925946708,0.017090221772140483
0.011565644348680707,0.003607834297612429
0.01415062657748923,0.0031568294150171217
0.005803524645701223,0.010818491971484863
0.008916600412683932,0.016437837223407706
0.016274947080898196,0.015025773157530642
0.015338027745314821,0.0011861859283598308
0.011535301814615984,0.010553243826713054
0.013389258161517523,0.0031907441138082126
0.01081748641220401,0.018660750408893076
0.011112009055165984,0.0070589382813729794
0.010643469753829904,0.0067269500210228326
0.011707173868627125,0.00528112839534544
0.011135663923745149,0.01249078086864255
0.01367362913114482,0.00956621055249498
0.011012633352557694,0.0028988691325778793
0.008355585328062807,0.012070471432035917
0.009081092947503621,0.015673800939001316
0.00510820569813562,0.015359852323772169
0.010444376449409685,0.004431442195524344
0.01399116449920199,0.01654616294333354
0.01043509474960528,0.006618017631495319
0.01238701222018057,0.016811402591324475
0.01770132032573233,0.003343755931019956
0.010172785741725891,0.015034646638917489
0.012625562182200638,0.00572068740092941
0.008952256430424221,0.006457329114879862
0.011965332388744851,0.003002779895717593
0.0074666339001035475,0.01142171556631751
0.010026689470909891,0.0003329383982436562
0.006911367962570806,0.005119444759292397
0.008866184965713958,0.00951918458201986
0.010726298818899496,0.006374230996763493
0.010648006943591687,0.0015855847305890735
0.00801039287423467,0.012865829826571966
0.016881634013999895,0.01851954778618574
0.009782229024586602,0.010442012659904883
0.009850903611331691,0.009867671911633423
0.009993344669086702,0.019046121023315467
0.009367753634090275,0.015429156607968184
0.007093370502752211,0.01817848671982006
0.011218916251229429,0.013488739247999336
0.006876658718358699,0.012824574323264316
0.005421562994812681,0.01686681658696145
0.014823690336172821,0.016028410164152608
0.009106690973820537,0.002452468691320828
0.008515940672922466,0.010613767017507712
0.014783304416898391,0.003094351184410167
0.008651895693474469,9.011681608860788e-05
0.007657779852862311,0.004982946481857193
0.007814685106229147,0.005315616319148786
0.005207831706420845,0.010342265843952052
0.01029214863887493,0.0068947220732463645
0.012803289352603,0.0008694324785140029
0.011211905425998443,0.017108432450804126
0.011508593895192138,0.006849085014229863
0.007746057355362221,0.003005304931426858
0.011601407538818937,0.006938305003641407
0.009136170187722921,0.008576859896438783
0.007776968417903532,0.00501377579008619
0.0088579956004883,0.015087857978898995
0.014400622531379512,0.012402170357897537
0.009088733779999221,0.000841483400900136
0.01233657062212811,0.006271548841380443
0.010992592154887711,0.01513137857028785
0.01331303444591032,0.006718987909084784
0.01579477298168009,0.015084323643569562
0.01640299454996531,0.004576784613643972
0.011829460160046618,0.013988258530788413
0.009594454694729441,0.005931792958224191
0.012330448207584919,0.015324149121147879
0.009356358859516594,0.017311983392223174
0.01358316741873019,0.001778278246991154
0.012467794888843198,0.009005245556790609
0.0059294074461264225,0.00856884242386769
0.011153173927155919,0.011769530435419936
0.013088617439883533,0.01489752338598396
0.011689303450449955,0.014431075066209005
0.008009787420251014,0.015152710844151818
0.010487434616697783,0.012371999553610456
0.009134107107709198,0.010967739445402453
0.009711996253875749,0.0032204629652481365
0.00483386925131641,0.0012262644705405168
0.015302798267616382,0.0003372723309134118
0.012792223176643032,0.0060658950253755185
0.005304777641495331,0.0006192350235004573
0.006259328668041122,0.014282614435297119
0.006787556941914563,0.00021851823363130184
0.010434494616674304,0.004839874214671021
0.009489507138471765,0.015450048945119097
0.011010782908493841,0.0038859290693908054
0.011793912588035192,0.01553898131723897
