tier_1,tier_2,tier_3,tier_4,tier_5
0.5212295340491183,0.5443134179257301,0.5190598569570188,0.5020818730744829,0.469357552119666
0.44377228275203706,0.525806975424468,0.48525189907661925,0.4924334838193132,0.5148077218127536
0.5594541879902569,0.5072150150941627,0.5022531189927305,0.507753636649007,0.50668804405455
0.5943985392578754,0.4637708719802302,0.5300928978690562,0.5228397202606172,0.47529435263687175
0.4413017763422902,0.5278641170475792,0.46908980954555424,0.48189406418046193,0.47204435678348816
0.5051481970111402,0.38989462533402197,0.48264556271908726,0.4859477843819551,0.47633533220627955
0.4909309353395942,0.5259896735523533,0.4950468947140542,0.4912128857674413,0.46855205862969324
0.463952154902509,0.5541799019610841,0.48257384949681287,0.4811102132558388,0.43570627667200734
0.5575861160791074,0.43590219058493573,0.4713129183807547,0.5131650571967321,0.4838826121801764
0.5278072124489479,0.5117070128822816,0.4928849062356342,0.48496453351098623,0.5206992940467339
0.4247362873098288,0.44236261565037777,0.46904659241707897,0.45785106199018766,0.575803183167553
0.5345752918264536,0.5266705059783472,0.5061857668884505,0.5065450169032808,0.503441096524943
0.5460996308597337,0.48225231173362815,0.5236452725102705,0.517678268462051,0.501543102913206
0.47654046681484585,0.508158462061088,0.4986259131341356,0.5031332357008246,0.49661252480128726
0.5429860700203956,0.5656018109632784,0.5450016145027071,0.5173440846563168,0.45876718335897076
0.44617842523591517,0.4600758957327676,0.5051739015271984,0.4783632795152408,0.5565073049220769
0.6080606543428237,0.46765695529650475,0.5138348627302483,0.4939878004287446,0.5196268600247694
0.49391508778569826,0.522223987912677,0.5257482297866051,0.5413724100583264,0.5199733382562259
0.5474005717160563,0.43365475734221637,0.49568865107645804,0.5265822567126194,0.5037698212458345
0.5147129043949875,0.45259652903761516,0.4768833135641105,0.5493266024479128,0.5161085862845355
0.5010415516057654,0.46234105336782,0.4955559861611782,0.47676298674348294,0.4468036111727014
0.5274454483104604,0.5533075689101907,0.5164967622334707,0.5448914231930678,0.49676704227782575
0.5649381032400296,0.5116773049927141,0.5099723517131974,0.49661940139611044,0.4587128191254316
0.4311513201839296,0.48890252333150414,0.4850721981205785,0.5251379409731984,0.5264965057437149
